"YEAR","MONTH_NUM","ANSP_NAME","FLT_1","DIST_KM_1","DUR_MIN_1","DLY_FLT_1","DLY_FLT_15_1","DLY_1","DLY_15_1","APT_DLY_FLT_1","APT_DLY_FLT_15_1","APT_DLY_1","APT_DLY_15_1","ERT_DLY_FLT_1","ERT_DLY_FLT_15_1","ERT_DLY_1","ERT_DLY_15_1","ERT_DLY_A_1","ERT_DLY_C_1","ERT_DLY_D_1","ERT_DLY_E_1","ERT_DLY_G_1","ERT_DLY_I_1","ERT_DLY_M_1","ERT_DLY_N_1","ERT_DLY_O_1","ERT_DLY_P_1","ERT_DLY_R_1","ERT_DLY_S_1","ERT_DLY_T_1","ERT_DLY_V_1","ERT_DLY_W_1","ERT_DLY_NA_1"
2014,5,"ENAV",142042,65367177.104,5586429,445,312,11432,10328,444,311,11403,10299,1,1,29,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,"M-NAV",14364,1876746.424,142894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,5,"ARMATS",4187,798699.076,66155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,5,"Finavia",20604,5745483.676,579968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,5,"UkSATSE",31604,19971212.384,1544862,1,1,298,298,1,1,298,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,"MUAC",153312,43697838.14,3208431,2986,1212,46009,31092,0,0,0,0,2986,1212,46009,31092,0,24800,0,0,0,0,0,0,14315,0,0,0,0,0,6894,0
2014,5,"HungaroControl",61387,14263926.208,1101080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,5,"NAV Portugal (Continental)",41208,20489574.22,1665584,391,170,6215,4501,391,170,6215,4501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,"LVNL",51169,6281178.38,817903,2258,1219,45698,37017,1726,979,38047,31614,532,240,7651,5403,0,7308,0,0,0,0,0,0,0,0,0,0,0,0,343,0
2014,5,"Croatia Control",49803,15402007.988,1191772,203,94,2936,2016,2,2,49,49,201,92,2887,1967,0,1739,0,0,0,0,0,0,0,0,0,704,15,0,429,0
2014,5,"DHMI",110779,77553840.848,6349680,916,679,34274,32108,839,650,33113,31372,77,29,1161,736,0,268,0,0,0,0,0,0,893,0,0,0,0,0,0,0
2014,5,"ROMATSA",53591,21750428.784,1670469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,5,"MATS",9709,4307429.752,361282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,5,"IAA",50156,20421528.036,1583143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,5,"DCAC Cyprus",26737,9960191.196,773080,1395,722,24597,18927,31,20,676,590,1364,702,23921,18337,0,19122,0,0,0,0,3433,0,0,0,0,1254,112,0,0,0
2014,5,"ANS CR",62112,15451219.332,1240374,120,50,1796,1176,85,37,1317,876,35,13,479,300,0,17,0,0,0,0,0,0,0,0,0,0,0,0,462,0
2014,5,"Oro Navigacija",20080,3384642.972,290812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,5,"LPS",37553,6339777.512,484934,22,13,342,277,0,0,0,0,22,13,342,277,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,"EANS",17020,4316493.44,344242,19,6,217,108,0,0,0,0,19,6,217,108,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,"Avinor (Continental)",54839,17608117.796,1958309,745,395,15151,12070,537,308,11947,9932,208,87,3204,2138,0,2067,0,0,0,0,0,0,0,382,0,755,0,0,0,0
2014,5,"DSNA",264979,143096265.304,11962121,11602,5824,269333,219635,1404,715,31692,26073,10198,5109,237641,193562,0,89993,0,154,88,110958,2487,79,1632,192,0,1287,22993,0,7778,0
2014,5,"HCAA",62856,32454518.376,2625693,1516,838,29032,22985,681,385,13619,10986,835,453,15413,11999,0,6280,0,0,0,0,0,0,0,0,0,9133,0,0,0,0
2014,5,"NATS (Continental)",202798,72231933.648,7084019,2264,1286,51353,43221,1830,1049,42999,36600,434,237,8354,6621,0,2868,0,0,0,0,0,0,4684,0,0,0,0,0,802,0
2014,5,"MoldATSA",5284,858783.512,71631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,5,"BULATSA",64195,16216923.176,1205261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,5,"Albcontrol",18518,3125720.408,234776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,5,"NAV Portugal (Santa Maria)",10382,15973290.724,1090654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,5,"Slovenia Control",26460,3560844.104,285977,46,20,777,535,0,0,0,0,46,20,777,535,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,"DFS",254006,81626740.728,7518453,7847,3997,138405,105284,2875,1726,56760,46681,4972,2271,81645,58603,0,13491,0,5688,0,0,2259,17,6563,21517,0,14116,0,0,17994,0
2014,6,"DHMI",117519,81912254.308,6667277,3609,2137,77653,64871,3130,1872,68947,58156,479,265,8706,6715,0,336,0,0,0,0,0,145,8225,0,0,0,0,0,0,0
2014,6,"Albcontrol",20615,3553136.08,267192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,"SMATSA",58710,17443458.328,1336990,21,9,353,243,0,0,0,0,21,9,353,243,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,"BULATSA",74280,18339861.516,1387272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,"DCAC Cyprus",28019,10399255.948,803184,777,414,14321,11080,28,22,692,637,749,392,13629,10443,0,10496,0,0,0,0,0,0,0,0,0,3133,0,0,0,0
2014,6,"NAV Portugal (Continental)",40493,19983854.136,1613013,184,84,2847,2033,116,45,1640,1065,68,39,1207,968,0,186,0,0,0,0,0,0,0,0,0,1021,0,0,0,0
2014,6,"M-NAV",17394,2290999.932,173581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,"Skyguide",110164,20039464.14,1837164,5678,2694,91536,65364,4397,2149,71329,51559,1281,545,20207,13805,0,10628,0,0,0,0,0,0,0,0,0,1778,451,0,7350,0
2014,6,"Avinor (Continental)",56156,18171509.16,1983293,978,537,17241,13413,822,490,15282,12415,156,47,1959,998,0,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,"ANS CR",66289,16250990.716,1305829,396,153,5871,3729,194,73,2856,1749,202,80,3015,1980,0,1973,0,0,0,0,925,0,0,0,0,117,0,0,0,0
2014,6,"Belgocontrol",52328,5010326.72,605568,808,491,19311,16559,653,369,12592,10130,155,122,6719,6429,0,3509,0,0,0,3210,0,0,0,0,0,0,0,0,0,0
2014,6,"LVNL",50780,6331437.956,814951,1861,779,27088,18046,1291,509,18227,11547,570,270,8861,6499,0,6340,0,0,546,0,0,0,0,0,0,0,0,0,1975,0
2014,6,"NAVIAIR",57815,12580293.38,1139222,58,18,705,399,58,18,705,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,"PANSA",66803,28994802.732,2356545,6698,3205,108963,78604,71,44,1243,1005,6627,3161,107720,77599,0,91215,0,0,0,0,1050,0,0,0,0,15081,0,0,374,0
2014,6,"IAA",52752,21944660.988,1687317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,"LPS",43499,7222383.3,549369,261,153,4850,3897,0,0,0,0,261,153,4850,3897,0,938,0,0,0,0,0,0,0,0,0,0,2386,0,1526,0
2014,6,"MATS",10129,4569059.94,382116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,"NAV Portugal (Santa Maria)",10355,15998368.656,1097594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,"UkSATSE",36331,23332336.808,1777604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,"LFV",64047,25778056.524,2286908,815,479,18441,15764,504,310,12760,11164,311,169,5681,4600,0,537,0,0,0,0,175,0,0,0,0,0,1450,0,3519,0
2014,6,"MoldATSA",6626,1064946.3,86680,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,"LGS",22754,5111362.58,415012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,"EANS",17462,4433525.024,350893,67,18,829,385,0,0,0,0,67,18,829,385,0,802,0,0,0,0,27,0,0,0,0,0,0,0,0,0
2014,6,"MUAC",154890,44491747.944,3249489,6987,2841,109240,75215,0,0,0,0,6987,2841,109240,75215,0,58626,0,0,0,0,0,0,29940,0,0,0,0,0,20674,0
2014,6,"ENAIRE",160472,81053378.196,7028870,4762,2231,86984,65387,1090,457,16992,11635,3672,1774,69992,53752,0,35664,0,0,0,0,0,0,20311,66,0,645,0,0,13306,0
2014,6,"Austro Control",87370,18602699.208,1567126,433,231,8033,6243,422,224,7786,6023,11,7,247,220,0,33,0,0,0,0,0,0,0,0,0,0,0,0,214,0
2014,6,"Finavia",19784,5467891.1,546824,33,17,599,460,33,17,599,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,"ROMATSA",62621,25153951.044,1927023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,"ENAV",155184,72184761.356,6137045,633,422,15507,13581,633,422,15507,13581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,"Slovenia Control",29031,3903680.788,315046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,"DFS",258482,82978871.112,7566815,9363,4644,164710,124810,1878,1089,38132,31235,7485,3555,126578,93575,0,31328,0,0,499,0,0,0,30026,12026,0,16214,420,0,36065,0
2014,6,"ARMATS",4485,829716.372,69120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,"SAKAERONAVIGATSIA",8841,2858237.9,216451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,"HCAA",75467,37945583.552,3065817,3089,1991,69648,59966,1725,1170,43246,38359,1364,821,26402,21607,0,9541,0,0,0,0,0,0,0,0,0,16861,0,0,0,0
2014,6,"DSNA",274991,147950353.6,12343492,16959,10321,578683,521178,1461,903,37631,32824,15498,9418,541052,488354,0,113805,0,0,0,381877,3572,0,651,40,0,876,17035,0,23196,0
2014,6,"NATS (Continental)",207586,74424481.26,7197290,3251,1614,56496,42663,1483,702,25718,19451,1768,912,30778,23212,0,19915,0,0,0,0,1081,0,3919,0,0,0,0,1479,4384,0
2014,6,"HungaroControl",70560,16169800.888,1246499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,"Croatia Control",56006,17298761.568,1352311,554,251,8447,5797,8,7,264,257,546,244,8183,5540,0,5008,0,0,0,0,0,0,0,0,0,600,25,0,2550,0
2014,6,"Oro Navigacija",20789,3615550.332,306013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,"DHMI",126406,89149281.372,7146043,3078,1636,56688,44114,2107,1095,37374,28613,971,541,19314,15501,0,9259,0,0,0,0,0,0,10055,0,0,0,0,0,0,0
2014,7,"MUAC",159415,45698846.356,3320588,3149,1467,52983,38840,0,0,0,0,3149,1467,52983,38840,0,18310,0,0,0,0,138,0,0,0,0,108,0,0,34427,0
2014,7,"ANS CR",71378,17352930.716,1380022,446,201,6937,4795,233,117,3975,2933,213,84,2962,1862,0,1693,0,0,0,0,0,0,0,0,0,0,0,0,1269,0
2014,7,"Skyguide",115025,21199536.568,1928310,5804,2870,98978,73828,4055,2048,69975,52759,1749,822,29003,21069,0,14032,0,0,0,0,0,0,0,0,0,5095,0,0,9876,0
2014,7,"BULATSA",82490,20504740.248,1533919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,"MoldATSA",6081,955381.98,79321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,"ROMATSA",68881,28443145.64,2150741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,"Slovenia Control",32926,4426600.396,352874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,"Oro Navigacija",22428,3876002.648,322023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,"Belgocontrol",54209,5180869.992,619087,513,225,8151,5659,458,204,7367,5177,55,21,784,482,0,0,0,0,0,0,0,0,0,0,0,0,103,0,681,0
2014,7,"LPS",51461,8169825.756,618942,873,370,13109,8902,0,0,0,0,873,370,13109,8902,0,10836,0,0,0,0,0,0,0,0,0,1548,0,0,725,0
2014,7,"LGS",24007,5359908.388,436396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,"ENAV",171083,80227660.292,6765774,520,438,21070,20386,520,438,21070,20386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,"PANSA",72387,31623596.352,2543292,8695,4431,148356,110769,230,120,3938,2935,8465,4311,144418,107834,0,91964,0,0,0,0,0,0,0,0,758,17879,0,0,33817,0
2014,7,"ENAIRE",178069,90112271.368,7769817,7414,3619,145914,112935,1899,885,31229,22267,5515,2734,114685,90668,0,73386,0,0,553,0,0,0,0,0,0,0,0,187,40559,0
2014,7,"HCAA",87696,43803159.528,3504257,4992,3111,110903,94026,2609,1737,64400,56698,2383,1374,46503,37328,0,23456,0,0,445,0,0,0,0,0,0,21830,772,0,0,0
2014,7,"NAVIAIR",57990,12751257.056,1132871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,"Croatia Control",64000,19575564.068,1522359,1745,932,35089,27985,0,0,0,0,1745,932,35089,27985,0,3685,0,0,0,0,0,0,0,0,0,54,15337,0,16013,0
2014,7,"Avinor (Continental)",53785,17513915.816,1899239,214,128,4306,3587,171,118,3876,3399,43,10,430,188,0,175,0,0,0,0,0,0,0,0,0,255,0,0,0,0
2014,7,"HungaroControl",83789,18870026.148,1436087,33,22,764,652,0,0,0,0,33,22,764,652,0,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,"Finavia",17819,4779943.476,464480,98,53,1830,1408,98,53,1830,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,"SMATSA",66505,19810316.18,1505152,16,6,238,130,0,0,0,0,16,6,238,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0
2014,7,"MATS",9435,4268206.244,361845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,"DFS",268494,87015499.572,7893851,12919,7305,275549,226736,3331,2164,91187,80911,9588,5141,184362,145825,0,21870,0,0,0,0,128,0,0,755,0,11908,635,0,149066,0
2014,7,"IAA",53105,21671344.68,1659015,34,30,1018,992,34,30,1018,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,"SAKAERONAVIGATSIA",10128,3410335.768,248330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,"LVNL",52665,6613973.52,839973,2302,1206,53331,44107,1526,807,40706,34339,776,399,12625,9768,0,6850,0,0,446,0,0,0,0,0,0,0,0,0,5329,0
2014,7,"NAV Portugal (Santa Maria)",12855,19444573.96,1326640,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,"Austro Control",96096,20601581.328,1738875,965,613,20768,17604,738,466,15162,12672,227,147,5606,4932,0,550,0,0,0,0,0,0,0,0,0,0,0,0,5056,0
2014,7,"LFV",59750,24405270.784,2094683,78,48,1643,1376,7,3,131,101,71,45,1512,1275,0,0,0,0,0,0,0,0,66,0,0,0,0,0,1446,0
2014,7,"UkSATSE",31020,18634944.38,1442688,24,20,703,661,24,20,703,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,"NAV Portugal (Continental)",45736,22414007.792,1801566,1193,661,26671,22125,432,290,13478,12377,761,371,13193,9748,0,11972,0,0,0,0,0,0,0,0,0,0,1221,0,0,0
2014,7,"M-NAV",20376,2684166.568,201369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,"DCAC Cyprus",29341,10795126.504,838811,2704,1679,65281,56230,8,6,155,139,2696,1673,65126,56091,0,15247,0,0,0,0,47787,0,0,0,0,2092,0,0,0,0
2014,7,"NATS (Continental)",216583,78071808.208,7505546,4651,2874,111204,96002,2933,1886,76807,68060,1718,988,34397,27942,0,8162,0,0,0,0,0,0,0,0,0,4418,0,0,21817,0
2014,7,"ARMATS",4666,842145.144,69889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,"EANS",18505,4682667.176,369591,65,27,945,610,0,0,0,0,65,27,945,610,0,561,0,0,0,0,0,0,0,0,0,0,0,0,384,0
2014,7,"Albcontrol",23790,4077652.112,303889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,"DSNA",297680,163326553.968,13445414,15886,8026,278950,210746,1535,815,30669,24551,14351,7211,248281,186195,0,166578,0,0,0,0,2333,0,1048,2441,285,3388,470,0,71738,0
2014,8,"Belgocontrol",51426,4738886.488,566641,93,42,1402,919,93,42,1402,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,"Oro Navigacija",22605,3858804.976,320609,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,8,"HungaroControl",86741,19673538.572,1497665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,8,"MATS",9178,4212055.456,354121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,8,"MoldATSA",5258,808779.512,69523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,8,"M-NAV",20879,2770086.404,207727,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,8,"LVNL",52024,6477545.94,829526,2437,1096,36457,25064,1847,795,26992,17837,590,301,9465,7227,0,5078,0,0,0,0,0,0,0,0,0,0,0,0,4387,0
2014,8,"ANS CR",69383,16774339.988,1350226,66,38,1130,882,66,38,1130,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,"NAV Portugal (Continental)",46800,22975656.424,1846422,976,588,21402,17987,238,156,6954,6278,738,432,14448,11709,0,5113,0,0,0,0,0,0,0,0,0,9335,0,0,0,0
2014,8,"LFV",61312,24949449.5,2188047,363,207,10428,9121,0,0,0,0,363,207,10428,9121,0,298,0,0,0,0,0,0,0,0,0,0,8089,0,2041,0
2014,8,"SAKAERONAVIGATSIA",11230,3959609.336,285659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,8,"Finavia",19984,5544136.088,545681,298,167,5114,3884,298,167,5114,3884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,"Austro Control",98735,21295197.924,1793219,902,549,18546,15354,390,235,8129,6717,512,314,10417,8637,0,574,0,0,0,0,0,0,0,0,0,0,0,0,9843,0
2014,8,"DSNA",292499,161978912.832,13180239,15183,7518,260940,194365,882,449,17813,14153,14301,7069,243127,180212,0,174369,0,0,0,0,83,0,2585,1595,0,21878,9965,0,32652,0
2014,8,"NATS (Continental)",211946,76750593.26,7417735,3607,2035,78300,65048,2731,1586,63097,53502,876,449,15203,11546,0,9652,0,0,0,0,0,0,0,0,0,1410,0,0,4141,0
2014,8,"ROMATSA",68373,28825287.32,2177334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,8,"Skyguide",114242,21252053.732,1915365,3654,1694,56776,39588,2876,1333,44342,30887,778,361,12434,8701,0,11505,0,0,0,0,0,0,0,0,0,698,0,0,231,0
2014,8,"NAVIAIR",56028,12320222.576,1105743,36,9,384,178,36,9,384,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,"UkSATSE",24402,13472244.36,1082972,2,2,210,210,2,2,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,"NAV Portugal (Santa Maria)",12413,18914268.576,1296648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,8,"HCAA",94087,47659297.624,3784459,9591,5877,202885,169807,2813,1950,73311,65515,6778,3927,129574,104292,0,53555,0,0,0,0,0,301,0,0,0,75718,0,0,0,0
2014,8,"PANSA",70785,30599527.396,2480776,5441,2638,88091,63726,484,256,7849,5839,4957,2382,80242,57887,0,66613,0,0,0,0,0,870,138,0,0,3162,653,0,8806,0
2014,8,"ENAIRE",180994,92335841.832,7899138,10022,5029,185260,141300,2483,1410,53847,44276,7539,3619,131413,97024,0,111840,0,0,687,0,0,0,0,0,0,1012,7211,792,9871,0
2014,8,"Avinor (Continental)",54791,17964168.5,1963387,678,385,16122,13663,374,238,8915,7728,304,147,7207,5935,0,3054,0,0,0,0,0,0,0,0,0,416,3737,0,0,0
2014,8,"DFS",261410,84141878.96,7600767,7064,3809,142015,114127,1831,1307,52885,48288,5233,2502,89130,65839,0,10109,0,0,0,0,2573,0,516,512,0,20237,0,0,55183,0
2014,8,"ARMATS",4504,824512.252,68573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,8,"Croatia Control",67107,20679181.98,1606048,5053,2311,80538,56652,7,7,310,310,5046,2304,80228,56342,0,44598,0,2795,0,0,0,0,0,0,0,8163,0,0,24672,0
2014,8,"IAA",51268,20804969.82,1588964,19,5,205,100,19,5,205,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,"MUAC",155084,43772903.404,3188226,1223,525,18865,12881,0,0,0,0,1223,525,18865,12881,0,11641,0,0,0,0,0,0,0,0,0,0,0,0,7224,0
2014,8,"SMATSA",70444,20871919.62,1574407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,8,"Slovenia Control",33678,4535555.408,357396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,8,"LGS",23935,5394035.192,438430,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,8,"DCAC Cyprus",31290,11574192.528,885018,2718,1740,62199,53509,26,20,599,539,2692,1720,61600,52970,0,14522,0,0,0,0,35856,0,0,0,0,9029,2193,0,0,0
2014,8,"BULATSA",84563,21398893.256,1594486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,8,"Albcontrol",25671,4431069.272,329928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,8,"DHMI",134159,95324358.672,7665491,6914,4346,196200,173142,6254,4063,184989,165187,660,283,11211,7955,0,9851,0,0,0,0,0,0,1360,0,0,0,0,0,0,0
2014,8,"EANS",18915,4754182.156,377610,92,51,1579,1270,0,0,0,0,92,51,1579,1270,0,1451,0,0,0,0,0,0,0,0,0,0,0,0,128,0
2014,8,"ENAV",173313,82594764.46,6916032,220,163,7536,7085,220,163,7536,7085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,"LPS",52071,8145284.904,616301,1769,813,28175,19685,0,0,0,0,1769,813,28175,19685,0,20042,0,0,0,0,0,0,0,0,0,6210,185,0,1738,0
2014,9,"MUAC",152978,43316422.444,3152310,403,130,5180,2929,0,0,0,0,403,130,5180,2929,0,4315,0,0,0,0,0,0,0,0,0,0,0,0,865,0
2014,9,"LFV",64749,25988456.688,2327548,676,374,17697,15152,535,284,14020,11862,141,90,3677,3290,0,0,0,0,0,0,0,0,0,0,0,0,3288,0,389,0
2014,9,"HungaroControl",77655,17717735.824,1348166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,9,"Oro Navigacija",21110,3605899.56,301769,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,9,"EANS",18061,4575566.016,360548,122,35,1430,769,0,0,0,0,122,35,1430,769,0,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,"ENAV",152872,70631988.996,5975484,286,240,15223,14866,180,145,7697,7404,106,95,7526,7462,0,0,0,0,0,7526,0,0,0,0,0,0,0,0,0,0
2014,9,"ARMATS",3930,748717.3,62013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,9,"NAVIAIR",56652,12313618.344,1122455,7,0,35,0,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,"M-NAV",18103,2411287.332,180978,27,21,508,456,0,0,0,0,27,21,508,456,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,"NAV Portugal (Santa Maria)",10902,16459540.732,1130845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,9,"ENAIRE",160940,81593089.888,7023557,4734,2135,83421,61433,2139,1108,43695,34951,2595,1027,39726,26482,0,25877,0,0,0,0,230,0,200,0,497,684,0,0,12238,0
2014,9,"Albcontrol",21351,3664476.468,275089,8,8,383,383,8,8,383,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
